name,price,type,Number_door,kilometrage,first_hand,Secteur,marque,Etat,year_model,origin
Volkswagen Tiguan,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Nan,Volkswagen,Très bon,2018,WW au Maroc
BMW SERIE 6 gran coupe,164429.89045383412,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Nan,Ain El Hayani,BMW,Excellent,2012,Importée neuve
KIFAL - OPEL Crossland X,153000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Nan,Nan,Opel,Excellent,2018,Nan
ford focus comme neuf,53000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Nan,Ford,Excellent,2006,Nan
KIFAL - OPEL Crossland X,153000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Nan,Nan,Opel,Excellent,2018,Nan
ford focus comme neuf,53000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Nan,Ford,Excellent,2006,Nan
AUDI A3 S-LINE QUATTRO 40 TDI,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
KIFAL - JEEP Grand Cherokee,100000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Jeep,Excellent,2009,Nan
AUDI Q5 E-HYBRIDE SPORTBACK,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
KIFAL - FORD Mondeo,120000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Ford,Excellent,2013,Nan
KIFAL - VOLKSWAGEN Golf,220000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Nan,Nan,Volkswagen,Excellent,2014,Nan
VOLKSWAGEN GOLF 8 GTD,164429.89045383412,"Voitures d occasion, à vendre",5.0,30 000 - 34 999,Nan,Ain El Hayani,Volkswagen,Excellent,2021,Importée neuve
KIFAL - BMW X5,285000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Nan,Nan,BMW,Excellent,2015,Nan
AUDI A3 S-Line 150ch,164429.89045383412,"Voitures d occasion, à vendre",5.0,35 000 - 39 999,Oui,Ain El Hayani,Audi,Très bon,2020,Importée neuve
Citroen berlingo Diesel 2017 BON ETAT,125000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Tabriquet,Citroen,Très bon,2017,WW au Maroc
fait mliha,280000.0,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Nan,Fiat,Excellent,1999,Nan
AUDI Q8 S-Line Quattro,164429.89045383412,"Voitures d occasion, à vendre",5.0,55 000 - 59 999,Non,Ain El Hayani,Audi,Excellent,2019,Importée neuve
AUDI RS3 SEDAN,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
Renault Clio 4,112000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Oui,Toute la ville,Renault,Très bon,2019,WW au Maroc
Renault Clio 4,103000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Nan,Renault,Très bon,2018,WW au Maroc
Toyota prado GX,45000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Toute la ville,Toyota,Bon,2004,WW au Maroc
AUDI RSQ3 PACK BLACK,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
NISSAN QASHQAI,164429.89045383412,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Oui,Ain El Hayani,Nissan,Très bon,2018,WW au Maroc
Audi A3 diesel,75000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Centre Ville,Audi,Excellent,2006,Nan
peogeut tepee,133000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Nan,Peugeot,Très bon,2018,WW au Maroc
Audi a4,125000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Nan,Audi,Très bon,2009,WW au Maroc
Tiguan R-line 200ch,164429.89045383412,"Voitures d occasion, à vendre",5.0,25 000 - 29 999,Oui,Ain El Hayani,Volkswagen,Excellent,2021,Importée neuve
hyundai accent,47000.0,"Voitures d occasion, à vendre",5.0,250 000 - 299 999,Oui,Nan,Hyundai,Très bon,2007,Nan
AUDI A3 QUATTRO BERLINE,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
Ford,136000.0,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Nan,Nan,Ford,Excellent,2015,Nan
Audi a3 Diesel sline,267000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Oui,Route Ain Chkaf,Audi,Excellent,2015,Dédouanée
suzuki sx4,78000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Nan,Suzuki,Bon,2013,WW au Maroc
BMW Serie 420d grand coupé pack m,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Centre,BMW,Excellent,2022,Importée neuve
Vente Hyundai i10,55000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Toute la ville,Hyundai,Bon,2011,WW au Maroc
Renault,55000.0,"Voitures d occasion, à vendre",5.0,300 000 - 349 999,Non,Nan,Renault,Très bon,1994,Dédouanée
Land Rover evoque,280000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Aïn Sebaâ,Land Rover,Excellent,2017,WW au Maroc
Dacia dokker Diesel 2019,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Narjis,Dacia,Excellent,2019,WW au Maroc
bmw serie 3 318d pack sport manuelle km94 000,168000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Nan,BMW,Très bon,2013,WW au Maroc
Mitsubichi L200 4x4,110000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Centre,Mitsubishi,Excellent,2012,WW au Maroc
Mitsubichi L200 4x4,110000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Centre,Mitsubishi,Excellent,2012,WW au Maroc
polo volkswagen,117000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Florida,Volkswagen,Excellent,2013,Dédouanée
BMW Serie 4 Cabriolet,310000.0,"Voitures d occasion, à vendre",3.0,120 000 - 129 999,Non,Centre,BMW,Excellent,2015,WW au Maroc
Mercedes Benz,38000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Toute la ville,Mercedes-Benz,Excellent,1994,Nan
Volkswagen touareg,200000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Maarif,Volkswagen,Excellent,2015,Nan
Sandra Stepway,138000.0,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Nan,Dacia,Correct,2021,WW au Maroc
Audi A6 Quattro 2 littre,280000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Maarif,Audi,Excellent,2018,Nan
Fiat Fiorino professionnel,119000.0,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Nan,Fiat,Excellent,2021,WW au Maroc
Range Rover Evoque,280000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Maarif,Land Rover,Excellent,2018,Nan
BMW cabriolet Essence 2015,164429.89045383412,"Voitures d occasion, à vendre",3.0,85 000 - 89 999,Nan,Hay Riad,BMW,Excellent,2015,WW au Maroc
Passât b6,90000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Aïn Chock,Volkswagen,Très bon,2007,WW au Maroc
Volkswagen tiguan Diesel 2017,260000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Californie,Volkswagen,Excellent,2017,WW au Maroc
Renault Clio4 premiére main,108000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Nan,Hay Dakhla,Renault,Excellent,2017,WW au Maroc
caddy,26000.0,"Voitures d occasion, à vendre",5.0,300 000 - 349 999,Non,Nan,Fiat,Bon,1999,Nan
suzuki maruti,22000.0,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Non,Toute la ville,Suzuki,Excellent,2007,WW au Maroc
Maserati ghibli,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Maarif,Maserati,Excellent,2016,Nan
Range rover sport,85000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Yacoub El Mansour,Land Rover,Excellent,2006,WW au Maroc
Mercedes-Benz classe E63,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Maarif,Mercedes-Benz,Très bon,2010,Nan
Hyundai i30 Diesel 2014,164429.89045383412,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Hay Al Bahja,Hyundai,Excellent,2014,WW au Maroc
Sandra Stepway,164429.89045383412,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Nan,Dacia,Correct,2021,WW au Maroc
Alfa Romeo giulietta Diesel 2015,125000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Bir Rami Est,Alfa Romeo,Très bon,2015,WW au Maroc
Vw touareg 3.0 tdi FULL Option,320000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Non,Av des Far,Volkswagen,Excellent,2018,WW au Maroc
Range Rover évoque,247000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Non,Californie,Land Rover,Excellent,2016,WW au Maroc
Peugeot 208 modèle 2018,130000.0,"Voitures d occasion, à vendre",5.0,55 000 - 59 999,Non,Nan,Peugeot,Excellent,2018,WW au Maroc
BMW X3,119000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Oui,Hay Riad,BMW,Excellent,2008,Dédouanée
Renault,164429.89045383412,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Nan,Renault,Bon,2003,Nan
Ix35 2012,135000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Nan,Hyundai,Excellent,2012,WW au Maroc
Renault kangoo Diesel 2020,164429.89045383412,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Al Qods,Renault,Excellent,2020,WW au Maroc
Dacia LODGI,145000.0,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Autre secteur,Dacia,Excellent,2022,WW au Maroc
Audi SQ7 Diesel 2017,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Bourgogne,Audi,Excellent,2017,Importée neuve
Volkswagen tiguan Rline,370000.0,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Oui,Route Ain Chkaf,Volkswagen,Excellent,2017,Dédouanée
partner 2009,55000.0,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Non,Nan,Peugeot,Très bon,2009,WW au Maroc
Palio elix,35000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Fiat,Excellent,2001,Nan
Suzuki alto essence 5ch,32000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Ben M sick,Suzuki,Excellent,2008,WW au Maroc
BMW 120d pack m (importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,BMW,Excellent,2022,Importée neuve
Mercedes-Benz GLE 63S Amg 4MATIC (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,35 000 - 39 999,Nan,Anfa,Mercedes-Benz,Excellent,2021,Importée neuve
Classe E avantgarde,87000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Bir Rami,Mercedes-Benz,Excellent,2003,Nan
Dacia sandiro,86000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Non,Nan,Dacia,Bon,2015,WW au Maroc
Volkswagen,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Nan,Nan,Volkswagen,Très bon,2012,WW au Maroc
TOYOTA RAV4 2.2 D-4D PLATINIUM AUTOMATIC TTOPTIONS,235000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Non,Souani,Toyota,Excellent,2017,WW au Maroc
Porsche panamera turbo (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Nan,Anfa,Porsche,Excellent,2017,Importée neuve
Mercedes-AMG G63,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Anfa,Mercedes-Benz,Excellent,2021,Importée neuve
Ford Focus Diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Non,Hay Zaytoun,Ford,Excellent,2017,WW au Maroc
CLS 63 AMG,480000.0,"Voitures d occasion, à vendre",5.0,75 000 - 79 999,Non,Anfa,Mercedes-Benz,Excellent,2011,Importée neuve
Volkswagen touareg 2020,164429.89045383412,"Voitures d occasion, à vendre",5.0,40 000 - 44 999,Oui,Aïn Chock,Volkswagen,Excellent,2020,WW au Maroc
Renault clio Diesel 2000,40000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Sidi Bernoussi,Renault,Très bon,2000,Nan
Audi Q5 SLine importée,164429.89045383412,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Maarif,Audi,Excellent,2014,Dédouanée
Peugeot 208,164429.89045383412,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Hay el Fath,Peugeot,Très bon,2021,WW au Maroc
Clio 4,105000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Non,Fès Médina,Renault,Excellent,2016,WW au Maroc
Audi Q5 Sportback S line 40 TDI quattro S tronic,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,Audi,Excellent,2022,Nan
Mercedes-Benz SLK 200,134000.0,"Voitures d occasion, à vendre",3.0,190 000 - 199 999,Nan,Nan,Mercedes-Benz,Excellent,2006,Dédouanée
dacia logan 3amera,47000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Nan,Dacia,Très bon,2006,WW au Maroc
Ssangyong Stavic,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Hay el Fath,Ssangyong,Très bon,2017,WW au Maroc
Bentley bentayga Hybrid (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,Bentley,Excellent,2022,Importée neuve
AUDI A3 Sportback S Line 40 (importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,Audi,Excellent,2022,Importée neuve
BMW 420d Gran Coupé M Sport (importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,BMW,Excellent,2022,Importée neuve
Porsche Cayenne Turbo,164429.89045383412,"Voitures d occasion, à vendre",5.0,50 000 - 54 999,Oui,Maarif,Porsche,Excellent,2019,Importée neuve
Audi Q5 S-Line,210000.0,"Voitures d occasion, à vendre",5.0,250 000 - 299 999,Non,Nan,Audi,Très bon,2012,WW au Maroc
Audi Q8 S-Line (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,Audi,Excellent,2022,Importée neuve
Dacia logan diesel,87000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Non,Riad Salam,Dacia,Excellent,2017,WW au Maroc
Porsche macan Essence 2022,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Nan,Anfa,Porsche,Excellent,2022,Nan
AUDI Q8 SLINE ETAT NEUF,164429.89045383412,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Maarif,Audi,Excellent,2019,Importée neuve
Porshe Macan Etat Neuf,164429.89045383412,"Voitures d occasion, à vendre",5.0,55 000 - 59 999,Oui,Maarif,Porsche,Excellent,2019,WW au Maroc
Fiat 500,83000.0,"Voitures d occasion, à vendre",3.0,75 000 - 79 999,Non,Oulfa,Fiat,Très bon,2013,WW au Maroc
Volkswagen Golf 8 R-Line (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Nan,Anfa,Volkswagen,Excellent,2021,Importée neuve
PEUGEOT 308 HDI 6CV ALLURE AUTOMATIC DOUANE2019,169000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Nan,Peugeot,Excellent,2017,Dédouanée
Mercedes C43 AMG 4 Matic 367 ch,164429.89045383412,"Voitures d occasion, à vendre",3.0,65 000 - 69 999,Non,Maarif,Mercedes-Benz,Excellent,2017,Dédouanée
FIAT 500 bva 2019,164429.89045383412,"Voitures d occasion, à vendre",5.0,55 000 - 59 999,Oui,Bourgogne,Fiat,Excellent,2019,WW au Maroc
Opel grandlandx Diesel 2021,195000.0,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Nan,Oulfa,Opel,Excellent,2021,WW au Maroc
PORSCHE CAYENNE HYBRIDE EN ETAT NEUF,164429.89045383412,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Oui,Maarif,Porsche,Excellent,2019,Importée neuve
passat deisel bon eta,115000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Non,Riad Salam,Volkswagen,Excellent,2011,WW au Maroc
Range Vogue Autobiography,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Maarif,Land Rover,Excellent,2014,Importée neuve
Peugeot 205,19000.0,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Nan,Peugeot,Très bon,1986,Dédouanée
Range Velar Dynamic,164429.89045383412,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Maarif,Land Rover,Excellent,2018,WW au Maroc
Honda accord platinium Diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Nan,Honda,Excellent,2008,WW au Maroc
Dacia sandero,115000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Narjis,Dacia,Excellent,2018,WW au Maroc
opel,164429.89045383412,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Nan,Opel,Bon,2010,Nan
Porsche Panamera 4S,164429.89045383412,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Oui,Maarif,Porsche,Très bon,2012,Importée neuve
BMW x3 Diesel,285000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Laimoune,BMW,Excellent,2017,WW au Maroc
Porsche cayenne coupe sport design,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Maarif,Porsche,Excellent,2022,WW au Maroc
Porsche Panamera 4S,164429.89045383412,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Oui,Maarif,Porsche,Très bon,2012,Importée neuve
BMW x3 Diesel,285000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Laimoune,BMW,Excellent,2017,WW au Maroc
Porsche cayenne coupe sport design,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Maarif,Porsche,Excellent,2022,WW au Maroc
Fiat uno Diesel 2003,27000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Abbadi,Fiat,Bon,2003,WW au Maroc
Dacia logan Diesel toute options 2011,71000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Centre ville,Dacia,Très bon,2011,WW au Maroc
clio 4,120000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Non,Nan,Renault,Très bon,2017,WW au Maroc
Citroën DS5 automatique diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Lissasfa,DS,Excellent,2017,WW au Maroc
Mazda 3 Diesel 2011,112000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Oui,Fes Jdid,Mazda,Excellent,2011,WW au Maroc
Renault megane Diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Lissasfa,Renault,Excellent,2018,Nan
Audi Q8 IMPORTER NEUF 2021,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Maarif,Audi,Excellent,2021,Importée neuve
Volkswagen jetta Diesel 2018,164429.89045383412,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Lissasfa,Volkswagen,Excellent,2018,WW au Maroc
clio3 diesel,85000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Nan,Renault,Excellent,2012,WW au Maroc
MINI COUNTRY MAN SD,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Alsace Lorraine,mini,Excellent,2016,WW au Maroc
Hyundai santa fe Diesel 12 2018,310000.0,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Oui,Lissasfa,Hyundai,Excellent,2018,WW au Maroc
Hyundai santafee automatique diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Lissasfa,Hyundai,Excellent,2018,WW au Maroc
Peugeot 3008 GT line,164429.89045383412,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Oui,Lissasfa,Peugeot,Excellent,2018,WW au Maroc
Audi Q8 EXCLUSIVE 2020,164429.89045383412,"Voitures d occasion, à vendre",5.0,25 000 - 29 999,Oui,Maarif,Audi,Excellent,2020,WW au Maroc
Porsche macan S Diesel 2016,164429.89045383412,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Non,Hay Mohammadi,Porsche,Excellent,2016,WW au Maroc
Maserati ghibli Diesel 2015,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Alsace Lorraine,Maserati,Très bon,2015,WW au Maroc
Volkswagen Tiguan DSG Eleg Pack Rline Diesel 2021,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Agdal,Volkswagen,Excellent,2021,WW au Maroc
Mercedes-Benz E220d Avantgarde,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Alsace Lorraine,Mercedes-Benz,Très bon,2017,WW au Maroc
Volkwagen tigouan automatique diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Oui,Lissasfa,Volkswagen,Excellent,2019,WW au Maroc
Volkswagen golf 7 automatique diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Oui,Lissasfa,Volkswagen,Excellent,2018,WW au Maroc
Renault kangoo Diesel à vendre,120000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Non,Autre secteur,Renault,Très bon,2017,WW au Maroc
Toyota,340000.0,"Voitures d occasion, à vendre",5.0,30 000 - 34 999,Oui,Hay Salam,Toyota,Très bon,2020,WW au Maroc
Opel astra pack cosmo,105000.0,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Non,Nan,Opel,Très bon,2012,WW au Maroc
AUDI Q5 S LINE 40 TDI 190 CH,550000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Nan,Audi,Excellent,2019,Dédouanée
FORD FOCUS TREND PLUS,150000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Founty,Ford,Très bon,2017,WW au Maroc
Nissan Qashqai,220000.0,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Yacoub El Mansour,Nissan,Excellent,2020,WW au Maroc
CUPRA formentor (Importée neuve),164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Anfa,Cupra,Excellent,2022,Nan
Renault Kadjar Diesel,153000.0,"Voitures d occasion, à vendre",5.0,50 000 - 54 999,Oui,Aïn Diab,Renault,Très bon,2017,WW au Maroc
Citroen ds4 Diesel 2012,125000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Non,Amal,Citroen,Excellent,2012,WW au Maroc
audi Q5,188000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Nan,Audi,Très bon,2014,WW au Maroc
Maserati quattroporte f1,164429.89045383412,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Nan,Nan,Maserati,Très bon,2005,WW au Maroc
Ford explorer,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Non,Nan,Ford,Excellent,2007,WW au Maroc
Ford explorer,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Non,Nan,Ford,Excellent,2007,WW au Maroc
Ford fiesta diesel trend plus,112000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Non,Yacoub El Mansour,Ford,Excellent,2018,WW au Maroc
dacia sandero stepway diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,50 000 - 54 999,Oui,Hassan,Dacia,Excellent,2018,WW au Maroc
Volkswagen tiguan Diesel 2018,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Maarif,Volkswagen,Excellent,2018,WW au Maroc
Ford focus Diesel 2012 toutes options,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Guich Oudaya,Ford,Excellent,2012,WW au Maroc
fiat fiorino model 2020,164429.89045383412,"Voitures d occasion, à vendre",5.0,55 000 - 59 999,Oui,Hay Essalam,Fiat,Excellent,2020,WW au Maroc
Hyundai i20,138000.0,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Aïn Sebaâ,Hyundai,Excellent,2021,WW au Maroc
KIFAL - DFSK Super Cab,117000.0,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Nan,Nan,DFSK,Excellent,2021,Nan
KIFAL - KIA Sportage,255000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Nan,Nan,Kia,Excellent,2021,Nan
KIFAL - VOLKSWAGEN Caddy Van,153000.0,"Voitures d occasion, à vendre",5.0,30 000 - 34 999,Nan,Nan,Volkswagen,Excellent,2020,Nan
KIFAL - FORD Fiesta,135000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Nan,Nan,Ford,Excellent,2020,Nan
KIFAL - FORD C-MAX,145000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Nan,Nan,Ford,Excellent,2019,Nan
LAND ROVER VOGUE V6,164429.89045383412,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Maarif,Land Rover,Excellent,2021,WW au Maroc
KIFAL - JEEP Cherokee,200000.0,"Voitures d occasion, à vendre",5.0,40 000 - 44 999,Nan,Nan,Jeep,Excellent,2016,Nan
KIFAL - AUDI Q7,390000.0,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Nan,Nan,Audi,Excellent,2017,Nan
Jeep grand cherokee overland,164429.89045383412,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Oui,Maarif,Jeep,Excellent,2017,Nan
Mazda cx 9 Essence 2010,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Maarif,Mazda,Très bon,2010,WW au Maroc
KIFAL - AUDI A6,130000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Nan,Nan,Audi,Excellent,2012,Nan
KIFAL - JEEP Cherokee,260000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Nan,Nan,Jeep,Excellent,2019,Nan
KIFAL - MERCEDES-BENZ Classe C,365000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Mercedes-Benz,Excellent,2015,Nan
KIFAL - PEUGEOT 5008,250000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Nan,Nan,Peugeot,Excellent,2019,Nan
MINI COOPER,164429.89045383412,"Voitures d occasion, à vendre",3.0,120 000 - 129 999,Non,Maarif,mini,Très bon,2016,Importée neuve
